chapter_id	chapter_title	authority_tier	manual_treatment	relative_path	expected_sha256	actual_sha256	hash_status	source_mode	extraction_method	extraction_status	character_count	word_count	output_path	note
04	OpenBraille Frozen Architecture and Semester Scope	TIER_1	CORE_NARRATIVE	03_CONCEPT_PORTFOLIO/OpenBraille/01_Final_Architecture/Phase3C_OpenBraille_Architecture_Report_Final.md	84c658ba992d729027b1f931f8c20715f5deecf385b78e767e4c32e2b83354e1	84c658ba992d729027b1f931f8c20715f5deecf385b78e767e4c32e2b83354e1	HASH_VERIFIED	REUSED_STAGE10B_EXTRACTION	PLAIN_TEXT	EXTRACTED	44950	6282	08_MASTER_MANUAL/05_Source_Extraction/01_Tier1_Tier2_Core/04/84c658ba992d__Phase3C_OpenBraille_Architecture_Report_Final.md	Reused hash-verified Stage 10B extract.
04	OpenBraille Frozen Architecture and Semester Scope	TIER_1	CORE_NARRATIVE	03_CONCEPT_PORTFOLIO/OpenBraille/01_Final_Architecture/Phase3C_OpenBraille_Memory_Final.md	5dad0e392cf9c64d7e8f29be09fadb70acde5b965b95744fa066b5f4b4fd30eb	5dad0e392cf9c64d7e8f29be09fadb70acde5b965b95744fa066b5f4b4fd30eb	HASH_VERIFIED	REUSED_STAGE10B_EXTRACTION	PLAIN_TEXT	EXTRACTED	12773	1736	08_MASTER_MANUAL/05_Source_Extraction/01_Tier1_Tier2_Core/04/5dad0e392cf9__Phase3C_OpenBraille_Memory_Final.md	Reused hash-verified Stage 10B extract.
04	OpenBraille Frozen Architecture and Semester Scope	TIER_1	CORE_NARRATIVE	03_CONCEPT_PORTFOLIO/OpenBraille/01_Final_Architecture/Phase3C_OpenBraille_SOP_Final.md	bfee5dc46675d77b318f4a0d4fe864d77a570a1150cc2676a5dd10103f214e50	bfee5dc46675d77b318f4a0d4fe864d77a570a1150cc2676a5dd10103f214e50	HASH_VERIFIED	REUSED_STAGE10B_EXTRACTION	PLAIN_TEXT	EXTRACTED	5225	653	08_MASTER_MANUAL/05_Source_Extraction/01_Tier1_Tier2_Core/04/bfee5dc46675__Phase3C_OpenBraille_SOP_Final.md	Reused hash-verified Stage 10B extract.
04	OpenBraille Frozen Architecture and Semester Scope	TIER_2	SUPPORTING_EVIDENCE	03_CONCEPT_PORTFOLIO/OpenBraille/PATENT_EVIDENCE_INDEX.md	307cb70cbb5544daf76582082e480e7fa4a22cc50fffa848f9ddd473ecd43255	307cb70cbb5544daf76582082e480e7fa4a22cc50fffa848f9ddd473ecd43255	HASH_VERIFIED	REUSED_STAGE10B_EXTRACTION	PLAIN_TEXT	EXTRACTED	1037	137	08_MASTER_MANUAL/05_Source_Extraction/01_Tier1_Tier2_Core/04/307cb70cbb55__PATENT_EVIDENCE_INDEX.md	Reused hash-verified Stage 10B extract.
04	OpenBraille Frozen Architecture and Semester Scope	TIER_2	SUPPORTING_EVIDENCE	03_CONCEPT_PORTFOLIO/OpenBraille/README.md	a5b2c7104d3ffdfcc12232ddbea726b8c87c60341d8883395b070736757d6339	a5b2c7104d3ffdfcc12232ddbea726b8c87c60341d8883395b070736757d6339	HASH_VERIFIED	REUSED_STAGE10B_EXTRACTION	PLAIN_TEXT	EXTRACTED	664	78	08_MASTER_MANUAL/05_Source_Extraction/01_Tier1_Tier2_Core/04/a5b2c7104d3f__README.md	Reused hash-verified Stage 10B extract.
05	OpenBraille Patent Evidence and Future Research Path	TIER_2	CORE_DECISION_EVIDENCE	03_CONCEPT_PORTFOLIO/OpenBraille/03_Patent_Synthesis/01_OpenBraille_Patent_Synthesis_Work_Max.md	d92dbfbbbdbd4c49e9eaac9fab01e0d2a7db6d986c81d33ee65223710dd42eb1	d92dbfbbbdbd4c49e9eaac9fab01e0d2a7db6d986c81d33ee65223710dd42eb1	HASH_VERIFIED	REUSED_STAGE10B_EXTRACTION	PLAIN_TEXT	EXTRACTED	113840	14599	08_MASTER_MANUAL/05_Source_Extraction/01_Tier1_Tier2_Core/05/d92dbfbbbdbd__01_OpenBraille_Patent_Synthesis_Work_Max.md	Reused hash-verified Stage 10B extract.
05	OpenBraille Patent Evidence and Future Research Path	TIER_2	CORE_DECISION_EVIDENCE	03_CONCEPT_PORTFOLIO/OpenBraille/03_Patent_Synthesis/02_OpenBraille_Patent_Synthesis_Valid_Secondary.md	b9fefadf621f014dc621ef9836ae11b80c05a0227f768c53c11ec1358fc8a09b	b9fefadf621f014dc621ef9836ae11b80c05a0227f768c53c11ec1358fc8a09b	HASH_VERIFIED	REUSED_STAGE10B_EXTRACTION	PLAIN_TEXT	EXTRACTED	86398	11258	08_MASTER_MANUAL/05_Source_Extraction/01_Tier1_Tier2_Core/05/b9fefadf621f__02_OpenBraille_Patent_Synthesis_Valid_Secondary.md	Reused hash-verified Stage 10B extract.
05	OpenBraille Patent Evidence and Future Research Path	TIER_2	CONDITIONAL_EVIDENCE	03_CONCEPT_PORTFOLIO/OpenBraille/04_PreBuild_Simulation/OpenBraille_PreBuild_Future_Patent_Case_Simulation.md	c38b519adae4831714b5fda8dbae86f2ac97ffe748cabf5cf421651a1b64c8a7	c38b519adae4831714b5fda8dbae86f2ac97ffe748cabf5cf421651a1b64c8a7	HASH_VERIFIED	REUSED_STAGE10B_EXTRACTION	PLAIN_TEXT	EXTRACTED	90647	11750	08_MASTER_MANUAL/05_Source_Extraction/01_Tier1_Tier2_Core/05/c38b519adae4__OpenBraille_PreBuild_Future_Patent_Case_Simulation.md	Reused hash-verified Stage 10B extract.
05	OpenBraille Patent Evidence and Future Research Path	TIER_2	CORE_OR_SUPPORTING	03_CONCEPT_PORTFOLIO/OpenBraille/05_Roadmaps_and_Reference_Dossiers/HISTORICAL_Phase1C_OpenBraille_Concept_Dossier.docx	ac21af2a892f319e0b28d4d7314f4561c5aebad5291343c34d777beb933106ea	ac21af2a892f319e0b28d4d7314f4561c5aebad5291343c34d777beb933106ea	HASH_VERIFIED	REUSED_STAGE10B_EXTRACTION	DOCX_XML	EXTRACTED	4603	544	08_MASTER_MANUAL/05_Source_Extraction/01_Tier1_Tier2_Core/05/ac21af2a892f__HISTORICAL_Phase1C_OpenBraille_Concept_Dossier.md	Reused hash-verified Stage 10B extract.
05	OpenBraille Patent Evidence and Future Research Path	TIER_2	CORE_OR_SUPPORTING	03_CONCEPT_PORTFOLIO/OpenBraille/05_Roadmaps_and_Reference_Dossiers/OpenBraille_Semester_Architecture_and_Future_Research_Reference_Dossier.docx	b4ef1d7301d5e0a669185681160cb20c8a85d2464b822c3c569798238f13e27b	b4ef1d7301d5e0a669185681160cb20c8a85d2464b822c3c569798238f13e27b	HASH_VERIFIED	REUSED_STAGE10B_EXTRACTION	DOCX_XML	EXTRACTED	51395	6711	08_MASTER_MANUAL/05_Source_Extraction/01_Tier1_Tier2_Core/05/b4ef1d7301d5__OpenBraille_Semester_Architecture_and_Future_Research_Reference_Dossier.md	Reused hash-verified Stage 10B extract.
