chapter_id	chapter_title	authority_tier	manual_treatment	relative_path	expected_sha256	actual_sha256	hash_status	source_mode	extraction_method	extraction_status	character_count	word_count	output_path	note
06	VibeGuard Frozen Architecture and Semester Scope	TIER_1	CORE_NARRATIVE	03_CONCEPT_PORTFOLIO/VibeGuard/01_Final_Architecture/Phase3C_VibeGuard_Architecture_Report_Final.md	ba7d1824fe1ab260be903aead8d9bac00cee83141b6f7728d0e220b65fd8eeb4	ba7d1824fe1ab260be903aead8d9bac00cee83141b6f7728d0e220b65fd8eeb4	HASH_VERIFIED	REUSED_STAGE10B_EXTRACTION	PLAIN_TEXT	EXTRACTED	32785	4654	08_MASTER_MANUAL/05_Source_Extraction/01_Tier1_Tier2_Core/06/ba7d1824fe1a__Phase3C_VibeGuard_Architecture_Report_Final.md	Reused hash-verified Stage 10B extract.
06	VibeGuard Frozen Architecture and Semester Scope	TIER_1	CORE_NARRATIVE	03_CONCEPT_PORTFOLIO/VibeGuard/01_Final_Architecture/Phase3C_VibeGuard_Memory_Final.md	e4b96f7ee53bbc94ec960db281a1a56745fc6c8121133b813ca37b76798da5e5	e4b96f7ee53bbc94ec960db281a1a56745fc6c8121133b813ca37b76798da5e5	HASH_VERIFIED	REUSED_STAGE10B_EXTRACTION	PLAIN_TEXT	EXTRACTED	9899	1289	08_MASTER_MANUAL/05_Source_Extraction/01_Tier1_Tier2_Core/06/e4b96f7ee53b__Phase3C_VibeGuard_Memory_Final.md	Reused hash-verified Stage 10B extract.
06	VibeGuard Frozen Architecture and Semester Scope	TIER_1	CORE_NARRATIVE	03_CONCEPT_PORTFOLIO/VibeGuard/01_Final_Architecture/Phase3C_VibeGuard_SOP_Final.md	6386bf6d73bbbbb7127c568692ba09abcbdf6dc4cbac40a97690b4edb0dca974	6386bf6d73bbbbb7127c568692ba09abcbdf6dc4cbac40a97690b4edb0dca974	HASH_VERIFIED	REUSED_STAGE10B_EXTRACTION	PLAIN_TEXT	EXTRACTED	16209	2105	08_MASTER_MANUAL/05_Source_Extraction/01_Tier1_Tier2_Core/06/6386bf6d73bb__Phase3C_VibeGuard_SOP_Final.md	Reused hash-verified Stage 10B extract.
06	VibeGuard Frozen Architecture and Semester Scope	TIER_2	CORE_OR_SUPPORTING	03_CONCEPT_PORTFOLIO/VibeGuard/05_Roadmaps_and_Reference_Dossiers/HISTORICAL_Phase1C_VibeGuard_Concept_Dossier.docx	8a3c40cdc9ec899934ca9a37b05f9c0df22b583cd3ee259ebc81c1da9f0a0ae7	8a3c40cdc9ec899934ca9a37b05f9c0df22b583cd3ee259ebc81c1da9f0a0ae7	HASH_VERIFIED	REUSED_STAGE10B_EXTRACTION	DOCX_XML	EXTRACTED	5032	581	08_MASTER_MANUAL/05_Source_Extraction/01_Tier1_Tier2_Core/06/8a3c40cdc9ec__HISTORICAL_Phase1C_VibeGuard_Concept_Dossier.md	Reused hash-verified Stage 10B extract.
06	VibeGuard Frozen Architecture and Semester Scope	TIER_2	CORE_OR_SUPPORTING	03_CONCEPT_PORTFOLIO/VibeGuard/05_Roadmaps_and_Reference_Dossiers/VibeGuard_Semester_Implementation_and_Future_Research_Roadmap.pdf	8702d859cdcf816afb2ac31673759a0382348fb69b8e6a4c65120b7c7fe0deff	8702d859cdcf816afb2ac31673759a0382348fb69b8e6a4c65120b7c7fe0deff	HASH_VERIFIED	REUSED_STAGE10B_EXTRACTION	PDFTOTEXT_LAYOUT	EXTRACTED	100542	6772	08_MASTER_MANUAL/05_Source_Extraction/01_Tier1_Tier2_Core/06/8702d859cdcf__VibeGuard_Semester_Implementation_and_Future_Research_Roadmap.md	Reused hash-verified Stage 10B extract.
06	VibeGuard Frozen Architecture and Semester Scope	TIER_2	SUPPORTING_EVIDENCE	03_CONCEPT_PORTFOLIO/VibeGuard/PATENT_EVIDENCE_INDEX.md	cb80b048a9238c232ed2b9a37da9f0997ba65cd5eb5f0f303764c42b51c99e4b	cb80b048a9238c232ed2b9a37da9f0997ba65cd5eb5f0f303764c42b51c99e4b	HASH_VERIFIED	REUSED_STAGE10B_EXTRACTION	PLAIN_TEXT	EXTRACTED	1054	136	08_MASTER_MANUAL/05_Source_Extraction/01_Tier1_Tier2_Core/06/cb80b048a923__PATENT_EVIDENCE_INDEX.md	Reused hash-verified Stage 10B extract.
06	VibeGuard Frozen Architecture and Semester Scope	TIER_2	SUPPORTING_EVIDENCE	03_CONCEPT_PORTFOLIO/VibeGuard/README.md	1c2d6a321bb7c2673eefed788241e515bae213a5e654c3f524f8a6b3dad89b9f	1c2d6a321bb7c2673eefed788241e515bae213a5e654c3f524f8a6b3dad89b9f	HASH_VERIFIED	REUSED_STAGE10B_EXTRACTION	PLAIN_TEXT	EXTRACTED	640	70	08_MASTER_MANUAL/05_Source_Extraction/01_Tier1_Tier2_Core/06/1c2d6a321bb7__README.md	Reused hash-verified Stage 10B extract.
07	VibeGuard Patent Evidence and Future Research Path	TIER_2	CORE_DECISION_EVIDENCE	03_CONCEPT_PORTFOLIO/VibeGuard/03_Patent_Synthesis/01_VibeGuard_Patent_Synthesis_Work_Max.md	f61955b09b976a4c445fcdddbc40aada02cae204302876dbfc7cf1825b8cdf72	f61955b09b976a4c445fcdddbc40aada02cae204302876dbfc7cf1825b8cdf72	HASH_VERIFIED	REUSED_STAGE10B_EXTRACTION	PLAIN_TEXT	EXTRACTED	112040	14270	08_MASTER_MANUAL/05_Source_Extraction/01_Tier1_Tier2_Core/07/f61955b09b97__01_VibeGuard_Patent_Synthesis_Work_Max.md	Reused hash-verified Stage 10B extract.
07	VibeGuard Patent Evidence and Future Research Path	TIER_2	CORE_DECISION_EVIDENCE	03_CONCEPT_PORTFOLIO/VibeGuard/03_Patent_Synthesis/02_VibeGuard_Patent_Synthesis_Standard_High.md	b32a41ce9f0a3fe3ab17e55657bd14796cc77b401852b730254f1ac580b2adc4	b32a41ce9f0a3fe3ab17e55657bd14796cc77b401852b730254f1ac580b2adc4	HASH_VERIFIED	REUSED_STAGE10B_EXTRACTION	PLAIN_TEXT	EXTRACTED	70384	9412	08_MASTER_MANUAL/05_Source_Extraction/01_Tier1_Tier2_Core/07/b32a41ce9f0a__02_VibeGuard_Patent_Synthesis_Standard_High.md	Reused hash-verified Stage 10B extract.
07	VibeGuard Patent Evidence and Future Research Path	TIER_2	CONDITIONAL_EVIDENCE	03_CONCEPT_PORTFOLIO/VibeGuard/04_PreBuild_Simulation/VibeGuard_PreBuild_Future_Patent_Case_Simulation.md	d57a571391e17021a91abba9932f1ecbc5ab6fb6f3e5abdf9221106d9451f4ca	d57a571391e17021a91abba9932f1ecbc5ab6fb6f3e5abdf9221106d9451f4ca	HASH_VERIFIED	REUSED_STAGE10B_EXTRACTION	PLAIN_TEXT	EXTRACTED	97871	12553	08_MASTER_MANUAL/05_Source_Extraction/01_Tier1_Tier2_Core/07/d57a571391e1__VibeGuard_PreBuild_Future_Patent_Case_Simulation.md	Reused hash-verified Stage 10B extract.
