chapter_id	chapter_title	authority_tier	manual_treatment	relative_path	expected_sha256	actual_sha256	hash_status	source_mode	extraction_method	extraction_status	character_count	word_count	output_path	note
08	TrueMoist Architecture, Validation and Patent Evidence	TIER_1	CORE_NARRATIVE	03_CONCEPT_PORTFOLIO/TrueMoist/01_Final_Architecture/Phase3C_TrueMoist_Architecture_Report_Final.md	6c71f1d618e0575d127b10f05e91d06ea4b1f0b8a2fe63e78d4022ee75234610	6c71f1d618e0575d127b10f05e91d06ea4b1f0b8a2fe63e78d4022ee75234610	HASH_VERIFIED	REUSED_STAGE10B_EXTRACTION	PLAIN_TEXT	EXTRACTED	46950	6903	08_MASTER_MANUAL/05_Source_Extraction/01_Tier1_Tier2_Core/08/6c71f1d618e0__Phase3C_TrueMoist_Architecture_Report_Final.md	Reused hash-verified Stage 10B extract.
08	TrueMoist Architecture, Validation and Patent Evidence	TIER_1	CORE_NARRATIVE	03_CONCEPT_PORTFOLIO/TrueMoist/01_Final_Architecture/Phase3C_TrueMoist_Memory_Final.md	c84bc0e08c8c96cfe410d8c690df35c6b7996e5ffda7703ceff37a424bf02df1	c84bc0e08c8c96cfe410d8c690df35c6b7996e5ffda7703ceff37a424bf02df1	HASH_VERIFIED	REUSED_STAGE10B_EXTRACTION	PLAIN_TEXT	EXTRACTED	5678	710	08_MASTER_MANUAL/05_Source_Extraction/01_Tier1_Tier2_Core/08/c84bc0e08c8c__Phase3C_TrueMoist_Memory_Final.md	Reused hash-verified Stage 10B extract.
08	TrueMoist Architecture, Validation and Patent Evidence	TIER_1	CORE_NARRATIVE	03_CONCEPT_PORTFOLIO/TrueMoist/01_Final_Architecture/Phase3C_TrueMoist_SOP_Final.md	993caf1a05f3fdc3937efb634e2f2e467488e973eb71454db8e3c3f53d178d00	993caf1a05f3fdc3937efb634e2f2e467488e973eb71454db8e3c3f53d178d00	HASH_VERIFIED	REUSED_STAGE10B_EXTRACTION	PLAIN_TEXT	EXTRACTED	19125	2568	08_MASTER_MANUAL/05_Source_Extraction/01_Tier1_Tier2_Core/08/993caf1a05f3__Phase3C_TrueMoist_SOP_Final.md	Reused hash-verified Stage 10B extract.
08	TrueMoist Architecture, Validation and Patent Evidence	TIER_2	CORE_DECISION_EVIDENCE	03_CONCEPT_PORTFOLIO/TrueMoist/03_Patent_Synthesis/01_TrueMoist_Patent_Evidence_Synthesis_Max.md	f43847c672ca9b132a7ef6219a9ce00deb8f0ab657c0bda6a7ed3a930a697900	f43847c672ca9b132a7ef6219a9ce00deb8f0ab657c0bda6a7ed3a930a697900	HASH_VERIFIED	REUSED_STAGE10B_EXTRACTION	PLAIN_TEXT	EXTRACTED	84729	10564	08_MASTER_MANUAL/05_Source_Extraction/01_Tier1_Tier2_Core/08/f43847c672ca__01_TrueMoist_Patent_Evidence_Synthesis_Max.md	Reused hash-verified Stage 10B extract.
08	TrueMoist Architecture, Validation and Patent Evidence	TIER_2	CORE_DECISION_EVIDENCE	03_CONCEPT_PORTFOLIO/TrueMoist/03_Patent_Synthesis/02_TrueMoist_Patent_Evidence_Synthesis_High_Deep_Research.md	ddf421678c6f5dbafd7e2d61db82a4b7c1d8c3d817afb4341538ec98f4d91505	ddf421678c6f5dbafd7e2d61db82a4b7c1d8c3d817afb4341538ec98f4d91505	HASH_VERIFIED	REUSED_STAGE10B_EXTRACTION	PLAIN_TEXT	EXTRACTED	70322	9200	08_MASTER_MANUAL/05_Source_Extraction/01_Tier1_Tier2_Core/08/ddf421678c6f__02_TrueMoist_Patent_Evidence_Synthesis_High_Deep_Research.md	Reused hash-verified Stage 10B extract.
08	TrueMoist Architecture, Validation and Patent Evidence	TIER_2	SUPPORTING_EVIDENCE	03_CONCEPT_PORTFOLIO/TrueMoist/05_Roadmaps_and_Reference_Dossiers/HISTORICAL_Phase1C_TrueMoist_Concept_Dossier.docx	ca5cedfdfac5157b328aa865433a172d8af82a44d2dbf8b015c8c217fa6f85a2	ca5cedfdfac5157b328aa865433a172d8af82a44d2dbf8b015c8c217fa6f85a2	HASH_VERIFIED	REUSED_STAGE10B_EXTRACTION	DOCX_XML	EXTRACTED	5344	628	08_MASTER_MANUAL/05_Source_Extraction/01_Tier1_Tier2_Core/08/ca5cedfdfac5__HISTORICAL_Phase1C_TrueMoist_Concept_Dossier.md	Reused hash-verified Stage 10B extract.
08	TrueMoist Architecture, Validation and Patent Evidence	TIER_2	SUPPORTING_EVIDENCE	03_CONCEPT_PORTFOLIO/TrueMoist/PATENT_EVIDENCE_INDEX.md	163cb6af44fcced08d6427b30ad00e155163377d0deb33bbced9f2583d3350a1	163cb6af44fcced08d6427b30ad00e155163377d0deb33bbced9f2583d3350a1	HASH_VERIFIED	REUSED_STAGE10B_EXTRACTION	PLAIN_TEXT	EXTRACTED	1026	134	08_MASTER_MANUAL/05_Source_Extraction/01_Tier1_Tier2_Core/08/163cb6af44fc__PATENT_EVIDENCE_INDEX.md	Reused hash-verified Stage 10B extract.
08	TrueMoist Architecture, Validation and Patent Evidence	TIER_2	SUPPORTING_EVIDENCE	03_CONCEPT_PORTFOLIO/TrueMoist/README.md	ea18f095605ccd146aff3f0af396ebfc8fd554fea26eb456b1ca187b52620067	ea18f095605ccd146aff3f0af396ebfc8fd554fea26eb456b1ca187b52620067	HASH_VERIFIED	REUSED_STAGE10B_EXTRACTION	PLAIN_TEXT	EXTRACTED	669	77	08_MASTER_MANUAL/05_Source_Extraction/01_Tier1_Tier2_Core/08/ea18f095605c__README.md	Reused hash-verified Stage 10B extract.
08	TrueMoist Architecture, Validation and Patent Evidence	TIER_3	SUPPORTING_EVIDENCE	03_CONCEPT_PORTFOLIO/TrueMoist/02_Raw_Research/01_TrueMoist_Patent_Research_ChatGPT_Deep_Research.md	9a4a4cffc2f82b3f4022bc5db2d094afa54a1c9ccfb39d43e6b3321a2af1d8bb	9a4a4cffc2f82b3f4022bc5db2d094afa54a1c9ccfb39d43e6b3321a2af1d8bb	HASH_VERIFIED	NEW_STAGE10L_EXTRACTION	PLAIN_TEXT	EXTRACTED	61843	8433	08_MASTER_MANUAL/05_Source_Extraction/05_TrueMoist/08/9a4a4cffc2f8__01_TrueMoist_Patent_Research_ChatGPT_Deep_Research.md	Full source text extracted without synthesis or reconciliation.
08	TrueMoist Architecture, Validation and Patent Evidence	TIER_3	SUPPORTING_EVIDENCE	03_CONCEPT_PORTFOLIO/TrueMoist/02_Raw_Research/02_TrueMoist_Patent_Research_Gemini.docx	4587f69d6f611e45c5a19088c76801579faa688c48fcf312566eaacab3b28d91	4587f69d6f611e45c5a19088c76801579faa688c48fcf312566eaacab3b28d91	HASH_VERIFIED	NEW_STAGE10L_EXTRACTION	DOCX_XML	EXTRACTED	48146	5967	08_MASTER_MANUAL/05_Source_Extraction/05_TrueMoist/08/4587f69d6f61__02_TrueMoist_Patent_Research_Gemini.md	Full source text extracted without synthesis or reconciliation.
